input,relations,prefix,gold_relations
"In Tennessee , for example , Ben Mitchell , campaign manager for the Republican Senate candidate , former Mayor Bob Corker of Chattanooga , said voters would reject Mr. Ford when they learned about his voting record , which Republicans assert is at odds with his centrist image .","[['Tennessee', 'LOC_CONTAINS', 'Chattanooga']]",NYT,"[['Bob Corker', 'PEO_PLACE_LIVED', 'Tennessee'], ['Tennessee', 'LOC_CONTAINS', 'Chattanooga']]"
"None felt more put-upon than hundreds of residents and merchants in Astoria , Queens , who suffered through several days without power last month and lost power again yesterday when some overburdened lines caught fire .","[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Astoria']]"
"None felt more put-upon than hundreds of residents and merchants in Astoria , Queens , who suffered through several days without power last month and lost power again yesterday when some overburdened lines caught fire .","[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Astoria', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Astoria']]"
"That goes a long way toward explaining how officials in this Mississippi city best known as the home of the Green Bay Packer quarterback Brett Favre were able to persuade Hybrid Plastics , one of hundreds of nanotechnology companies founded in recent years , to move here from Southern California .","[['Brett Favre', 'PEO_PLACE_LIVED', 'Mississippi']]",NYT,"[['Brett Favre', 'PEO_PLACE_LIVED', 'Mississippi']]"
"But the highest-quality women 's tennis of the day came on Center Court , where top-seeded Lindsay Davenport defeated No. 15 Kim Clijsters of Belgium , 6-3 , 6-7 (4) , 6-3 , in an encounter that had the feel of a final .","[['Kim Clijsters', 'PEO_NATIONALITY', 'Belgium']]",NYT,"[['Kim Clijsters', 'PEO_NATIONALITY', 'Belgium']]"
"Car owners across the country braced themselves on Tuesday for another smack in the face at the gasoline pump , as the shutdown of the giant Prudhoe Bay oil field in Alaska rippled through energy markets and consumer psyches .","[['Alaska', 'LOC_CONTAINS', 'Prudhoe Bay']]",NYT,"[['Alaska', 'LOC_CONTAINS', 'Prudhoe Bay']]"
"At the Hotel on Rivington on Manhattan 's Lower East Side , the bathroom is not only visible from the bed , but the floor-to-ceiling windows allow neighbors on Delancey Street to spy into the shower -LRB- though the hotel will install a plastic film on the window on request -RRB- .","[['Lower East Side', 'LOC_NEIGHBORHOOD', 'Manhattan']]",NYT,"[['Lower East Side', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Manhattan', 'LOC_CONTAINS', 'Lower East Side']]"
"At the Hotel on Rivington on Manhattan 's Lower East Side , the bathroom is not only visible from the bed , but the floor-to-ceiling windows allow neighbors on Delancey Street to spy into the shower -LRB- though the hotel will install a plastic film on the window on request -RRB- .","[['Lower East Side', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Manhattan', 'LOC_CONTAINS', 'Lower East Side']]",NYT,"[['Lower East Side', 'LOC_NEIGHBORHOOD', 'Manhattan'], ['Manhattan', 'LOC_CONTAINS', 'Lower East Side']]"
"Sudan 's aim seems to be to overthrow Chad 's president and install a pawn in his place , in part because this would allow Sudan 's Army to attack rebels in Darfur from both directions .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]"
"Sudan 's aim seems to be to overthrow Chad 's president and install a pawn in his place , in part because this would allow Sudan 's Army to attack rebels in Darfur from both directions .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]"
"Sudan 's aim seems to be to overthrow Chad 's president and install a pawn in his place , in part because this would allow Sudan 's Army to attack rebels in Darfur from both directions .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]"
"Sudan 's aim seems to be to overthrow Chad 's president and install a pawn in his place , in part because this would allow Sudan 's Army to attack rebels in Darfur from both directions .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]"
"Sudan 's aim seems to be to overthrow Chad 's president and install a pawn in his place , in part because this would allow Sudan 's Army to attack rebels in Darfur from both directions .","[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan']]"
"Already , a 100-room Comfort Inn is rising on the edge of Gowanus , and Whole Foods has cleared a nearly square-block space at Third Street for a Brooklyn market .","[['Brooklyn', 'LOC_CONTAINS', 'Gowanus']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Gowanus'], ['Gowanus', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"Already , a 100-room Comfort Inn is rising on the edge of Gowanus , and Whole Foods has cleared a nearly square-block space at Third Street for a Brooklyn market .","[['Brooklyn', 'LOC_CONTAINS', 'Gowanus'], ['Gowanus', 'LOC_NEIGHBORHOOD', 'Brooklyn']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Gowanus'], ['Gowanus', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"After Lund , who has been suspended , tested positive for the masking agent finasteride at a World Cup event in Calgary , Alberta , the international federation notified the U.S.B.S.F. , Robert Storey , the international federation president , said here Friday .","[['Alberta', 'LOC_CONTAINS', 'Calgary']]",NYT,"[['Alberta', 'LOC_CONTAINS', 'Calgary']]"
"Recalling China 's occupation of Taiwan and its depredations on the mainland , the Chinese analyst , a graduate of American and Chinese universities , said : '' For almost two centuries , Japan had a weak and divided China .","[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"Recalling China 's occupation of Taiwan and its depredations on the mainland , the Chinese analyst , a graduate of American and Chinese universities , said : '' For almost two centuries , Japan had a weak and divided China .","[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"Recalling China 's occupation of Taiwan and its depredations on the mainland , the Chinese analyst , a graduate of American and Chinese universities , said : '' For almost two centuries , Japan had a weak and divided China .","[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"Recalling China 's occupation of Taiwan and its depredations on the mainland , the Chinese analyst , a graduate of American and Chinese universities , said : '' For almost two centuries , Japan had a weak and divided China .","[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"On Monday , the head of the national security commission in Parliament , Alaeddin Borujerdi , said in Tehran that Iran was '' determined '' to reactivate the Natanz facility .","[['Iran', 'LOC_CAPITAL', 'Tehran']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Natanz'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"On Monday , the head of the national security commission in Parliament , Alaeddin Borujerdi , said in Tehran that Iran was '' determined '' to reactivate the Natanz facility .","[['Iran', 'LOC_CAPITAL', 'Tehran']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Natanz'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"On Monday , the head of the national security commission in Parliament , Alaeddin Borujerdi , said in Tehran that Iran was '' determined '' to reactivate the Natanz facility .","[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Tehran']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Natanz'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"China is going to be the change agent for the next 20 years , '' said Bill Gates , the chairman of Microsoft , when asked about the country 's future by the television interview host Charlie Rose .","[['Bill Gates', 'BUS_COMPANY', 'Microsoft']]",NYT,"[['Microsoft', 'BUS_FOUNDERS', 'Bill Gates'], ['Bill Gates', 'BUS_COMPANY', 'Microsoft']]"
"Great deals on cheap international flights and train fares , along with a lots of newly refurbished and renovated hotels reflect an ambitious push for Bologna to be among Italy 's first ports of call .","[['Italy', 'LOC_CONTAINS', 'Bologna']]",NYT,"[['Italy', 'LOC_CONTAINS', 'Bologna']]"
"Rosi Reddy with his wife , Rama Devi , of Hyderabad , India , and their granddaughter , Neha Vatti . ''","[['India', 'LOC_CONTAINS', 'Hyderabad']]",NYT,"[['India', 'LOC_CONTAINS', 'Hyderabad']]"
"An entrepreneur , he founded Power Generators , Inc. in Trenton , New Jersey in 1945 .","[['New Jersey', 'LOC_CONTAINS', 'Trenton']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Trenton']]"
"The Palace at 4 A.M. P.S. 1 Contemporary Art Center 22-25 Jackson Avenue , at 46th Street , Long Island City , Queens , through Feb. 6 .","[['Long Island City', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Long Island City', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Long Island City']]"
"The Palace at 4 A.M. P.S. 1 Contemporary Art Center 22-25 Jackson Avenue , at 46th Street , Long Island City , Queens , through Feb. 6 .","[['Long Island City', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Long Island City']]",NYT,"[['Long Island City', 'LOC_NEIGHBORHOOD', 'Queens'], ['Queens', 'LOC_CONTAINS', 'Long Island City']]"
"The president very much values the enhanced relationship between the United States and India , '' she said in New Delhi .","[['India', 'LOC_CONTAINS', 'New Delhi']]",NYT,"[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]"
"The president very much values the enhanced relationship between the United States and India , '' she said in New Delhi .","[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]",NYT,"[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]"
"The National Constitution Center has something for everyone : life-size statues of the document 's framers , slave shackles beside the Dred Scott display and a copy of the 1962 petition from Clarence Earl Gideon , the Florida drifter whose legal battle won every accused criminal the right to a lawyer .","[['Clarence Earl Gideon', 'PEO_PLACE_LIVED', 'Florida']]",NYT,"[['Clarence Earl Gideon', 'PEO_PLACE_LIVED', 'Florida']]"
"Bill Gates , the chairman of Microsoft , will be a keynote speaker .","[['Bill Gates', 'BUS_COMPANY', 'Microsoft']]",NYT,"[['Microsoft', 'BUS_FOUNDERS', 'Bill Gates'], ['Bill Gates', 'BUS_COMPANY', 'Microsoft']]"
"Years later , Muslim tradition holds , Abraham reconciled with Hagar and Ishmael .","[['Abraham', 'PEO_CHILDREN', 'Ishmael']]",NYT,"[['Abraham', 'PEO_CHILDREN', 'Ishmael'], ['Hagar', 'PEO_CHILDREN', 'Ishmael']]"
"Years later , Muslim tradition holds , Abraham reconciled with Hagar and Ishmael .","[['Abraham', 'PEO_CHILDREN', 'Ishmael']]",NYT,"[['Abraham', 'PEO_CHILDREN', 'Ishmael'], ['Hagar', 'PEO_CHILDREN', 'Ishmael']]"
The first group of trainees from the Kings County program was called up in March to serve at the Abu Ghraib prison hospital in Iraq . '',"[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]"
"Its source of life , then and now , was the surging Helmand River , a finger of green that emerges from the mountains of central Afghanistan and snakes for hundreds of miles through the country 's vast southern desert .","[['Afghanistan', 'LOC_CONTAINS', 'Helmand River']]",NYT,"[['Afghanistan', 'LOC_CONTAINS', 'Helmand River']]"
"They included Robert L. Woodson Sr. , the founder of the National Center for Neighborhood Enterprise , based in Washington , and Deborah Wright , the chief executive of Carver Federal Savings Bank in New York .","[['Deborah Wright', 'PEO_PLACE_LIVED', 'New York']]",NYT,"[['Deborah Wright', 'PEO_PLACE_LIVED', 'New York']]"
"In 1885 , Gen. Charles George Gordon , the British administrator of Khartoum , was beheaded on the very palace steps Mr. Zoellick climbed Wednesday afternoon , on his way to the office of Sudan 's current president , Omar Hassan al-Bashir to urge him yet again to end the violence .","[['Sudan', 'LOC_CAPITAL', 'Khartoum']]",NYT,"[['Sudan', 'LOC_CAPITAL', 'Khartoum'], ['Charles George Gordon', 'PEO_PLACE_OF_DEATH', 'Khartoum'], ['Sudan', 'LOC_CONTAINS', 'Khartoum']]"
"In 1885 , Gen. Charles George Gordon , the British administrator of Khartoum , was beheaded on the very palace steps Mr. Zoellick climbed Wednesday afternoon , on his way to the office of Sudan 's current president , Omar Hassan al-Bashir to urge him yet again to end the violence .","[['Sudan', 'LOC_CAPITAL', 'Khartoum'], ['Charles George Gordon', 'PEO_PLACE_OF_DEATH', 'Khartoum']]",NYT,"[['Sudan', 'LOC_CAPITAL', 'Khartoum'], ['Charles George Gordon', 'PEO_PLACE_OF_DEATH', 'Khartoum'], ['Sudan', 'LOC_CONTAINS', 'Khartoum']]"
"In 1885 , Gen. Charles George Gordon , the British administrator of Khartoum , was beheaded on the very palace steps Mr. Zoellick climbed Wednesday afternoon , on his way to the office of Sudan 's current president , Omar Hassan al-Bashir to urge him yet again to end the violence .","[['Sudan', 'LOC_CAPITAL', 'Khartoum'], ['Charles George Gordon', 'PEO_PLACE_OF_DEATH', 'Khartoum'], ['Sudan', 'LOC_CONTAINS', 'Khartoum']]",NYT,"[['Sudan', 'LOC_CAPITAL', 'Khartoum'], ['Charles George Gordon', 'PEO_PLACE_OF_DEATH', 'Khartoum'], ['Sudan', 'LOC_CONTAINS', 'Khartoum']]"
"That produced criticism from Congressional Democrats and others that the company had benefited from its connection with Dick Cheney , who was Halliburton 's chief executive before becoming vice president .","[['Dick Cheney', 'BUS_COMPANY', 'Halliburton']]",NYT,"[['Dick Cheney', 'BUS_COMPANY', 'Halliburton']]"
"-LRB- Reuters reported from Pakistan that agencies looking into the London attacks had made four arrests in raids in the Osman Town neighborhood of Faisalabad , but what connection the arrests might have to the London bombings was not clear . -RRB-","[['Pakistan', 'LOC_CONTAINS', 'Faisalabad']]",NYT,"[['Pakistan', 'LOC_CONTAINS', 'Faisalabad']]"
"The public still considers the military one of the most trusted American institutions , according to analysts and military surveys , despite mounting opposition to the war in Iraq , murky prospects for its outcome and the scandal surrounding the torture of prisoners at Abu Ghraib .","[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]"
"The police in Columbus , Ohio , said that Clarett , 22 , resisted arrest early yesterday morning after a highway chase that involved police cars and a police helicopter .","[['Ohio', 'LOC_CONTAINS', 'Columbus']]",NYT,"[['Ohio', 'LOC_CONTAINS', 'Columbus']]"
"On Friday in Najaf , Iraq 's prime minister , Ibrahim al-Jaafari , said the Ministries of Defense and Interior were preparing to begin deploying 40,000 Iraqi troops throughout Baghdad .","[['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Najaf'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"On Friday in Najaf , Iraq 's prime minister , Ibrahim al-Jaafari , said the Ministries of Defense and Interior were preparing to begin deploying 40,000 Iraqi troops throughout Baghdad .","[['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Najaf'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"On Friday in Najaf , Iraq 's prime minister , Ibrahim al-Jaafari , said the Ministries of Defense and Interior were preparing to begin deploying 40,000 Iraqi troops throughout Baghdad .","[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Najaf'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"Somehow , after more than 67 days at sea in the Velux 5 Oceans single-handed around-the-world race , the 67-year-old Knox-Johnston emerged as the surprise third-place finisher Wednesday when he completed the first leg in Fremantle , Australia .","[['Australia', 'LOC_CONTAINS', 'Fremantle']]",NYT,"[['Australia', 'LOC_CONTAINS', 'Fremantle']]"
"After reaching the semifinals there and losing to 20th-ranked Flavia Pennetta of Italy , Hingis lost in the first round in Sydney in straight sets to seventh-ranked Henin-Hardenne , the reigning French Open champion who , in some senses , is an updated version of Hingis .","[['Flavia Pennetta', 'PEO_NATIONALITY', 'Italy']]",NYT,"[['Flavia Pennetta', 'PEO_NATIONALITY', 'Italy']]"
