input,explanations,gold_relations
"TEXT: After the assassination of Robert F. Kennedy , Davis appeared in court to testify that Kennedy 's assassin , Sirhan B. Sirhan , was competent to stand trial .",Explanation: Sirhan B. Sirhan was the assassin of Robert F. Kennedy.</s>,"[['Sirhan B. Sirhan', 'Kill', 'Kennedy']]"
"TEXT: In 1895 , baseball legend Babe Ruth was born in Baltimore .",Explanation: Babe Ruth was born in Baltimore and therefore lived in Baltimore.</s>,"[['Babe Ruth', 'Live_In', 'Baltimore']]"
"TEXT: In addition to the specialists , NASA said the mission crew will include five members of the U.S. astronaut corps .",Explanation: NASA is an organization based in the U.S..</s>,"[['NASA', 'OrgBased_In', 'U.S.']]"
TEXT: Leroy Ivy of Oxford and his brother John Henry Ivy of Tupelo were indicted this month on a charge of conspiracy to murder Lee County Circuit Judge Thomas Gardner III.,Explanation: Leroy Ivy and his brother John Henry Ivy were indicted on a charge of conspiracy to murder Lee County Circuit Judge Thomas Gardner III.</s>,"[['Leroy Ivy', 'Kill', 'Lee County Circuit Judge Thomas Gardner III.'], ['John Henry Ivy', 'Kill', 'Lee County Circuit Judge Thomas Gardner III.']]"
"TEXT: As a real native Detroiter , I want to remind everyone that Madonna is from Bay City , Mich. , a nice place in the thumb of the state 's lower peninsula .","Explanation: Madonna is from Bay City, Mich., where she lived.</s>","[['Madonna', 'Live_In', 'Bay City , Mich.']]"
"TEXT: Cape Town Supreme Court Judge J.H. Berman refused to give Port Nolloth municipal authorities the right to forcibly remove the squatters , who live in shacks and tents .","Explanation: Cape Town Supreme Court is an organization based in Cape Town and Judge J.H. Berman works for the Supreme Court and lives in Cape Town. Additionally, the squatters also live in Cape Town.</s>","[['Supreme Court', 'OrgBased_In', 'Cape Town'], ['J.H. Berman', 'Live_In', 'Cape Town'], ['J.H. Berman', 'Work_For', 'Supreme Court']]"
TEXT: Paris AFP,Explanation: AFP is an organization based in Paris.</s>,"[['AFP', 'OrgBased_In', 'Paris']]"
"TEXT: ` ` There is a great demand for recovered plastic , but the material has to be clean , ' ' said Andrew Stephens , president of Eaglebrook Plastics .",Explanation: Andrew Stephens is the president of Eaglebrook Plastics.</s>,"[['Andrew Stephens', 'Work_For', 'Eaglebrook Plastics']]"
"TEXT: In 1898 , composer George Gershwin was born in Brooklyn , N.Y.","Explanation: George Gershwin was born in Brooklyn, N.Y., and therefore lived there.</s>","[['George Gershwin', 'Live_In', 'Brooklyn , N.Y.']]"
"TEXT: ` ` They were actually using limbs and whatever they could put their hands on to plug the holes , ' ' said Roger Jacobsen , a Burlington operations manager.",Explanation: Roger Jacobsen is an operations manager that works for Burlington.</s>,"[['Roger Jacobsen', 'Work_For', 'Burlington']]"
"TEXT: The Warren Commission determined that Lee Harvey Oswald fired a high-powered rifle at Kennedy from the sixth floor of the building where he worked on Nov. 22 , 1963 .",Explanation: The Warren Commission determined that Lee Harvey Oswald fired a high-powered rifle at Kennedy and killed him.</s>,"[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
TEXT: The poll conducted by the private Endemerc-Louis Harris Firm on 24-31 May among 600 people in the valley of Mexico shows that PAN ( National Action Party ) candidate Fernandez de Cevallos increased his popularity rating to 42 percent after the presidential debate .,Explanation: PAN and National Action Party are organizations based in Mexico. Fernandez de Cevallos is a candidate for PAN and National Action Party and lives in Mexico.</s>,"[['PAN', 'OrgBased_In', 'Mexico'], ['National Action Party', 'OrgBased_In', 'Mexico'], ['Fernandez de Cevallos', 'Live_In', 'Mexico'], ['Fernandez de Cevallos', 'Work_For', 'PAN'], ['Fernandez de Cevallos', 'Work_For', 'National Action Party']]"
"TEXT: One message came from Anderson 's sister , Peggy Say of Batavia , N.Y.",Explanation: Batavia is a place located in N.Y..</s>,"[['Batavia', 'Located_In', 'N.Y.']]"
"TEXT: Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",Explanation: Ms. Toth lives in Germantown and was commuting about 60 miles from her home.</s>,"[['Ms. Toth', 'Live_In', 'Germantown']]"
"TEXT: The French foreign said the mission , under the aegis of U.N. Secretary Javier Perez de Cuellar , was to be dispatched ` ` very quickly ' ' to Cambodia and other involved countries , but he did not set a date.",Explanation: Javier Perez de Cuellar is the U.N. Secretary and therefore works for the U.N..</s>,"[['Javier Perez de Cuellar', 'Work_For', 'U.N.']]"
"TEXT: Mr. Vee , a Fargo native , sent one of his recording contracts and an old sweater.",Explanation: Mr. Vee is a native of Fargo and therefore lives in Fargo.</s>,"[['Mr. Vee', 'Live_In', 'Fargo']]"
"TEXT: The Latino Rangers include Ray Martinez , who as an Austin policeman shot and killed University of Texas tower sniper Charles Whitman in 1966 .",Explanation: Ray Martinez shot and killed Charles Whitman in 1966.</s>,"[['Ray Martinez', 'Kill', 'Charles Whitman']]"
"TEXT: The elder Quayle , publisher of the Huntington Herald-Press , said the family is still upset by media coverage of his son 's selection as President-elect George Bush 's running mate , and of the campaign that led to their election in November .","Explanation: The elder Quayle is the publisher of the Huntington Herald-Press, thus we can see that he works for this organization.</s>","[['Quayle', 'Work_For', 'Huntington Herald-Press']]"
"TEXT: Ten years ago : James Earl Ray , the convicted assassin of civil rights leader Martin Luther King Jr. , married artist Anna Sandhu in a ceremony at Brushy Mountain Penitentiary in Tennessee .",Explanation: James Earl Ray was convicted of assassinating Martin Luther King Jr. and Brushy Mountain Penitentiary is located in Tennessee.</s>,"[['James Earl Ray', 'Kill', 'Martin Luther King Jr.'], ['Brushy Mountain Penitentiary', 'Located_In', 'Tennessee']]"
"TEXT: However , the story did not die , and triggered years of controversy over whether Sirhan Sirhan , the man convicted of killing Kennedy , had acted alone .",Explanation: Sirhan Sirhan is the man convicted of killing Kennedy.</s>,"[['Sirhan Sirhan', 'Kill', 'Kennedy']]"
"TEXT: Today 's Highlight in History : One hundred years ago , on Oct. 14 , 1890 , Dwight D. Eisenhower , the 34th president of the United States , was born in Denison , Texas .","Explanation: Dwight D. Eisenhower was born in Denison, Texas, thus he lived in Denison, Texas.</s>","[['Dwight D. Eisenhower', 'Live_In', 'Denison , Texas']]"
TEXT: NEW ORLEANS ( AP ),Explanation: AP is an organization based in New Orleans.</s>,"[['AP', 'OrgBased_In', 'NEW ORLEANS']]"
"TEXT: Birand asserts that "" the lastest situation on arms supplies has been created by the problems in Germany 's domestic politics , "" and goes on to point out that the German Government faces elections this year .",Explanation: The German Government is an organization based in Germany.</s>,"[['German Government', 'OrgBased_In', 'Germany']]"
"TEXT: ` ` We think this is not a very likely scenario , but it 's a check that can be done very , very quickly without disrupting service , ' ' said Federal Aviation Administration spokesman John Leyden .",Explanation: John Leyden is a spokesman for the Federal Aviation Administration.</s>,"[['John Leyden', 'Work_For', 'Federal Aviation Administration']]"
TEXT: Cairo AL-AHALI,Explanation: AL-AHALI is an organization based in Cairo.</s>,"[['AL-AHALI', 'OrgBased_In', 'Cairo']]"
TEXT: Paris Radio France International,Explanation: Radio France International is an organization based in Paris.</s>,"[['Radio France International', 'OrgBased_In', 'Paris']]"
"TEXT: Carbondale Mining Technology Center , Carterville , Ill. ;","Explanation: Carbondale Mining Technology Center is located in Carterville, Ill. and Carterville is located in Ill.</s>","[['Carbondale Mining Technology Center', 'Located_In', 'Carterville'], ['Carbondale Mining Technology Center', 'Located_In', 'Ill.'], ['Carterville', 'Located_In', 'Ill.']]"
"TEXT: Campbell , who is going to the inauguration , asked that his sister Mary , who lives in Rock Hill , be mailed tickets as well .",Explanation: Mary lives in Rock Hill.</s>,"[['Mary', 'Live_In', 'Rock Hill']]"
TEXT: Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"Explanation: Karl Malden will be teaching acting at Vanderbilt University, thus implying that he works for the university.</s>","[['Karl Malden', 'Work_For', 'Vanderbilt University']]"
"TEXT: In 1830 , poet Emily Dickinson was born in Amherst , Mass .","Explanation: Emily Dickinson was born in Amherst, Mass., so she lived in the same place.</s>","[['Emily Dickinson', 'Live_In', 'Amherst , Mass']]"
"TEXT: The Warren Commission determined that Lee Harvey Oswald fired at Kennedy from the sixth floor of what is now the Dallas County Administration Building on Nov. 22 , 1963 .","Explanation: The Warren Commission determined that Lee Harvey Oswald fired at Kennedy, thus killing him.</s>","[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
"TEXT: ` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .","Explanation: William Doyle operates an auction house in Manhattan, therefore he lives in Manhattan.</s>","[['William Doyle', 'Live_In', 'Manhattan']]"
"TEXT: Police sources reported today , Saturday , that the children were found in a home owned by U.S. citizen Sara Matzar in Pabnjachel in the northwestern department of Solola .","Explanation: Sara Matzar was found in a home owned by her in Pabnjachel, which is located in the northwestern department of Solola, where she lives.</s>","[['Sara Matzar', 'Live_In', 'Pabnjachel'], ['Sara Matzar', 'Live_In', 'Solola'], ['Pabnjachel', 'Located_In', 'Solola']]"
"TEXT: On this date : In 1735 , Paul Revere was born in Boston .","Explanation: Paul Revere was born in Boston, so we can infer that he lived in Boston.</s>","[['Paul Revere', 'Live_In', 'Boston']]"
"TEXT: The launch contract was signed early this month between the INPE , Finep , and China 's Great Wall firm .",Explanation: The Great Wall firm is based in China.</s>,"[['Great Wall firm', 'OrgBased_In', 'China']]"
"TEXT: He and the others leased land in the desert west of this Shiite Moslem holy city about 65 miles south of Baghdad , Iraq 's capital.","Explanation: Baghdad is the capital of Iraq, located in Iraq.</s>","[['Baghdad', 'Located_In', 'Iraq']]"
"TEXT: Derwinski 's involvement in the episode and his early lack of candor will be investigated during Senate confirmation hearings on his nomination to head the new Veterans Department , said Sen. Alan Cranston , D-Calif. , chairman of the Senate Committee on Veterans Affairs .",Explanation: Alan Cranston is the chairman of the Senate Committee on Veterans Affairs.</s>,"[['Alan Cranston', 'Work_For', 'Senate Committee on Veterans Affairs']]"
"TEXT: Gerald McEntee , president of the American Federation of State , County and Municipal Employees , said in a statement : ` ` More than any other writer in recent memory , Michael Harrington helped translate the dry and statistical analysis of poverty into passionate , human terms , and in so doing he lent moral and intellectual strength to the notion that government can and should make the elimination of poverty a primary goal for society. ' '","Explanation: Gerald McEntee is the president of the American Federation of State, County and Municipal Employees.</s>","[['Gerald McEntee', 'Work_For', 'American Federation of State , County and Municipal Employees']]"
TEXT: Hernandez Galicia was arrested when soldiers blew down his door with a bazooka in a raid on his Ciudad Madero home .,"Explanation: Hernandez Galicia lives in Ciudad Madero, thus it can be inferred that Ciudad Madero is his home.</s>","[['Hernandez Galicia', 'Live_In', 'Ciudad Madero']]"
"TEXT: In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .",Explanation: Kamchatka is located in the Okhotsk Sea.</s>,"[['Kamchatka', 'Located_In', 'Okhotsk Sea']]"
"TEXT: Psacharapoulos , who died of colon cancer while vacationing , was engaged to be married to actress Jean Hackett of New York City .",Explanation: Jean Hackett lived in New York City.</s>,"[['Jean Hackett', 'Live_In', 'New York City']]"
TEXT: Vasquez is charged with violent crime in aid of racketeering in the Guadalajara slayings of U.S. citizens John Walker and Alberto Radelat in January 1985 .,Explanation: Vasquez is charged with violent crime in aid of racketeering in the Guadalajara slayings of U.S. citizens John Walker and Alberto Radelat.</s>,"[['Vasquez', 'Kill', 'John Walker'], ['Vasquez', 'Kill', 'Alberto Radelat']]"
"TEXT: Khmer Rouge leader Khieu Samphan reportedly made a number of objections on conference organization and procedure but then went along with the majority after Chinese Foreign Qian Qichen met with Monday with him , Sihanouk and the third member of their loose alliance , Son Sann.",Explanation: Khieu Samphan is the leader of the Khmer Rouge.</s>,"[['Khieu Samphan', 'Work_For', 'Khmer Rouge']]"
"TEXT: Aharon Levran , who has researched the Arrow for Bar-Ilan University 's Center for Strategic Studies , calls Pedatzur 's estimate baseless and misleading .",Explanation: Aharon Levran works for Bar-Ilan University's Center for Strategic Studies.</s>,"[['Aharon Levran', 'Work_For', 'Bar-Ilan University'], ['Aharon Levran', 'Work_For', 'Center for Strategic Studies']]"
